County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,FMNP,Operating Months,Latitude,Longitude,FCC Issued,EBT/SNAP,FCC Accepted,Location Points
Nassau,Garden City Farmers' Market,"101 County Seat Dr. Mineola, 3rd parking lot behind Supreme Ct. Bldg.",County Seat Dr and Supreme Court Dr,Garden City,NY,11530,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Tuesday  7am-1pm,May 31-November 22,Y,P/M,40.73609,-73.63505,N,N,Y,"(40.73609, -73.63505)"
Nassau,Kennedy Plaza Farmers' Market,1 West Chester St. at City Hall  Long Beach,1 West Chester St,Long Beach,NY,11561,Georgia Meckes,8458023090,http://www.ligreenmarket.org/,Wed/Sat  9am-2pm,May 4-November 23,Y,P/M,40.58943,-73.66592,Y,Y,Y,"(40.58943, -73.66592)"
Nassau,New Cassel Farmers' Market,"First Baptist Church parking lot, 212 Garden St. Westbury",212 Garden St,Westbury,NY,11590,Traci Caines,5169979399,https://www.facebook.com/pages/New-Cassel-Farmers-Market/138769932883107,Saturday  11am-3pm,August 20-November 5,Y,M,40.7622,-73.56767,Y,Y,Y,"(40.7622, -73.56767)"
Nassau,New Hyde Park Farmers' Market,"Municipal parking lot near Village Hall, 1441 Jericho Turnpike",1441 Jericho Turnpike,New Hyde Park,NY,11040,Lona Graepel,6319442661,http://www.longislandfarmersmarkets.com,Saturday  8am-1pm,June 4-November 19,Y,M,40.73386,-73.68046,N,Y,Y,"(40.73386, -73.68046)"
Nassau,Port Washington Organic Farmers' Market,Port Washington Town Dock 347 Main St.,Main St and Covert St,Port Washington,NY,11050,Patti Wood,5168830887,http://www.grassrootsinfo.org,Saturday  8am-12pm,June 11-October 29,Y,M,40.83153,-73.7019,N,N,Y,"(40.83153, -73.7019)"
Nassau,Rockville Centre Farmers' Market,Sunrise Hgwy & Longbeach Rd.,Sunrise Hwy and Long Beach Rd,Rockville Centre,NY,11570,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Sunday  7am-12pm,May 29-November 20,Y,P/M,40.65712,-73.6321,N,N,Y,"(40.65712, -73.6321)"
Nassau,Roosevelt Community Youth Market,"380 Nassau Rd., Family Health Clinic parking lot",380 Nassau Rd,Roosevelt,NY,11575,Clara Gillens-Eromosele,5165442955,http://www.rooseveltfarmersmarket.com,Sunday  11am-4pm,July 10-October 30,Y,M,40.68185,-73.59092,Y,Y,Y,"(40.68185, -73.59092)"
Nassau,Roslyn-North Hills Farmers' Market,Christopher Morley Park 500 Searing Town Rd.,500 Searingtown Rd,Roslyn Heights,NY,11577,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Wednesday  7am-1pm,May 25-November 23,Y,P/M,40.78188,-73.66277,N,N,Y,"(40.78188, -73.66277)"
Nassau,Seaford Farmers' Market,"Seaford Railroad Station Parking Lot 3, Sunrise Highway & Washington St.",Sunrise Highway and Washington St.,Seaford,NY,11783,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Saturday  7am-12pm,May 28-November 19,Y,P/M,40.67572,-73.48657,N,N,Y,"(40.67572, -73.48657)"
Nassau,Spinney Hill Farmers' Market,"125 Community Drive, Northshore LIJ parking lot Great Neck",125 Community Drive,Great Neck,NY,11021,Georgia Meckes,8458023090,http://www.ligreenmarket.org,Sunday  9am-2pm,July 10-October 30,Y,M,40.78414,-73.70454,Y,Y,Y,"(40.78414, -73.70454)"
Nassau,Sunnyside Williston Park Farmers' Market,234 Hillside Ave. Willison Park,234 Hillside Ave.,Williston Park,NY,11561,Debora Staiano,6319915990,http://www.sunnysidemarkets.com,Sunday  11am-6pm,June 26-October 30,Y,M,40.75514,-73.64854,N,N,Y,"(40.75514, -73.64854)"
Nassau,YALE Farmers' Market,"Yale Child Care Center , 160 Baldwin Rd. Hempstead",160 Baldwin Road,Hempstead,NY,11550,Dana Youkilis,5163589250,http://www.childcarenassau.org,Wed  3:30pm-6:30pm,June 29-September 28,Y,M,40.69657,-73.61598,Y,Y,Y,"(40.69657, -73.61598)"
New York,125th Street FreshConnect Farmers' Market,"Adam Clayton Powell Jr. State Office Bldg , 163 W 125th St. Plaza",163 West 125th Street,New York,NY,10027,Tupacamaru Tiwoni,6463517611,http://www.125thstreetfarmersmarket.com,Tuesday  10am-7pm,June 7-November 22,Y,M,40.8085,-73.94712,N,Y,Y,"(40.8085, -73.94712)"
New York,175th St. Greenmarket,W 175th St. btwn Wadsworth & Broadway,West 175th St and Broadway,New York,NY,10033,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,June 30-November 17,Y,M,40.84622,-73.93847,N,Y,Y,"(40.84622, -73.93847)"
New York,57th St. Greenmarket,Ninth Ave. btwn 56th & 57th Sts.,West 57th St and Ninth Ave,New York,NY,10019,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Wed/Sat  8am-5pm,May 18-December 24,Y,P/M/X,40.76792,-73.98572,N,Y,Y,"(40.76792, -73.98572)"
New York,79th St. Greenmarket,Columbus Ave. btwn W 78th &  W 81st Sts.,West 79th St and Columbus Ave,New York,NY,10024,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-5pm,Year-round,Y,YR,40.78195,-73.97548,N,Y,Y,"(40.78195, -73.97548)"
New York,82nd St. Saint Stephen's Greenmarket,E 82nd St.  btwn 1st & York Aves.,408 East 82nd Street,New York,NY,10028,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  9am-2:30pm,Year-round,Y,YR,40.77394,-73.9506,N,Y,Y,"(40.77394, -73.9506)"
New York,92nd St. Greenmarket,E 92nd St. and 1st Ave.,East 92nd St and First Ave,New York,NY,10128,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-5pm,June 26-November 20,Y,M,40.78071,-73.94658,N,Y,Y,"(40.78071, -73.94658)"
New York,97th Street Greenmarket,97th St. btwn Amsterdam & Columbus Aves.,West 97th St and Columbus Ave,New York,NY,10025,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-2pm,Year-round,Y,YR,40.79356,-73.96701,N,Y,Y,"(40.79356, -73.96701)"
New York,Abingdon Square Greenmarket,W 12th St. and Hudson St.,Hudson St and W 12 St,New York,NY,10014,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-2pm,Year-round,Y,YR,40.73755,-74.00568,N,Y,Y,"(40.73755, -74.00568)"
New York,Bowling Green Greenmarket,Broadway at Battery Place,Battery Place and Broadway,New York,NY,10004,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Tue/Thu  8am-5pm,Year-round,Y,YR,40.70462,-74.01422,N,Y,Y,"(40.70462, -74.01422)"
New York,Broadway French Farmers' Market,Broadway btwn 35th & 36th Sts.,1344 Broadway,New York,NY,10018,Johanna Safar,9143181067,http://www.bensidounusa.com,Wed/Thu/Fri  11am-6pm,May 4-November 23,N,P/M,40.751012,-73.987759,N,N,Y,"(40.751012, -73.987759)"
New York,Chelsea Farmers' Market,North side of 23rd St. East of 9th Ave.,23rd Street and 9th Avenue,New York,NY,10011,Emily Grayson,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-5pm,May 21-December 17,Y,P/M/X,40.74651,-74.00137,N,Y,Y,"(40.74651, -74.00137)"
New York,City Hall Park Greenmarket,Broadway btwn Chambers & Warren Sts.,Broadway and Chambers St,New York,NY,10007,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Tue/Fri  8am-4pm,March 3-December 23,Y,P/M/X,40.71419,-74.0063,N,Y,Y,"(40.71419, -74.0063)"
New York,Columbia Greenmarket,Broadway btwn W 114th &  W 115th Sts.,Broadway and West 115th St,New York,NY,10027,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sun/Thu  8am-5pm,Year-round,Y,YR,40.80731,-73.9643,N,Y,Y,"(40.80731, -73.9643)"
New York,Dag Hammarskjold Plaza Greenmarket,E 47th St. btwn 1st & 2nd Aves,East 47th St and Second Ave,New York,NY,10017,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-4pm,Year-round,Y,YR,40.75298,-73.96989,N,Y,Y,"(40.75298, -73.96989)"
New York,El Barrio Youth Marqueta,116th St. at Park Ave.,116th Street and Park Ave.,New York,NY,10029,Kori Petrovic,2127887476,http://www.grownyc.org,Sat/Thu  11am-5pm,July 9-November 19,Y,M,40.79925,-73.9431,N,Y,Y,"(40.79925, -73.9431)"
New York,Fort Washington Greenmarket,Fort Washington Ave. btwn 168th & 169th Sts.,Fort Washington Ave and West 168th St,New York,NY,10032,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Tuesday  8am-4pm,June 7-November 22,Y,M,40.84217,-73.94229,N,Y,Y,"(40.84217, -73.94229)"
New York,Gouverneur Health Youthmarket,Madison St. btwn Clinton & Jefferson Sts.,227 Madison Street,New York,NY,10002,Kori Petrovic,2127887476,http://www.grownnyc.org/youthmarket,Thursday  8:30am-3pm,July 7-November 17,Y,M,40.71321,-73.98779,N,Y,Y,"(40.71321, -73.98779)"
New York,Grass Roots Farmers' Market,"Around Jackie Robinson Park 145th St., btwn Edgecomb & Bradhurst Aves.",West 145th St and Edgecombe Ave,New York,NY,10030,Yvonne Andre,2122522113,,Sat/Tue  9am-4pm,July 9-November 29,Y,M,40.82365,-73.94385,N,Y,Y,"(40.82365, -73.94385)"
New York,Hamilton Heights Green Youth Market,"Johnny Hartman Plaza (North Corner), Amsterdam Ave btwn 143rd & 144th sts.",143rd Street and Amsterdam Ave,Manhattan,NY,10031,Nando Rodriguez,2122837044,http://brotherhood-sistersol.org/programs/environmental-program,Wed/Thu  11am-5pm,July 6-November 23,Y,M,40.82396,-73.94855,N,Y,Y,"(40.82396, -73.94855)"
New York,Harvest Home East Harlem Farmers' Market,E 104th St. & Third Ave.,East 104th St and Third Ave,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 7-November 17,Y,M,40.79024,-73.94564,N,Y,Y,"(40.79024, -73.94564)"
New York,Harvest Home East River Farmers' Market,416 E 111th St. corner of New st.,416 E 111th St,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Saturday  9am-4pm,July 9-November 19,Y,M,40.7923,-73.93666,N,Y,Y,"(40.7923, -73.93666)"
New York,Harvest Home Harlem Hospital Farmers' Market,"506 Lenox Ave. , Btwn W 135th & W 137th Sts.",137th Street and Lennox Avenue,New York,NY,10037,Maritza Owens,2128283361,http://www.harvesthomefm.org,"Friday  8am-4pm, Dec-April 9am-3pm",Year-round,Y,YR,40.81539,-73.93985,N,Y,Y,"(40.81539, -73.93985)"
New York,Harvest Home Lenox Ave. Farmers' Market,Lenox Ave. btwn W 117th & W 118th Sts.,150 Lenox Avenue,New York,NY,10027,Maritza Owens,2128283361,http://www.harvesthomefm.org,Saturday  8am-5pm,June 13-November 21,Y,M,40.80295,-73.9489,N,Y,Y,"(40.80295, -73.9489)"
New York,Harvest Home Metropolitan Farmers' Market,East 99th St. & 3rd Ave.,East 99th St and Third Ave,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Friday  8am-4pm,June 10-November 18,Y,M,40.78713,-73.94792,N,Y,Y,"(40.78713, -73.94792)"
New York,Harvest Home West Harlem Farmers' Market,137th St. & Broadway,137th St and Broadway,New York,NY,10031,Maritza Owens,2128283361,http://www.harvesthomefm.org,Tuesday  8am-4pm,July 5-November 22,Y,M,40.82136,-73.95404,N,Y,Y,"(40.82136, -73.95404)"
New York,Inwood Greenmarket,"Isham St., Isham Park, btwn Seaman Ave. & Cooper St.",Isham St and Seaman St,New York,NY,10034,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,Y,YR,40.86988,-73.9209,N,Y,Y,"(40.86988, -73.9209)"
New York,Lower East Side Youthmarket,Grand Ave. btwn Pitt & Willett Sts.,Grand St and Pitt St,New York,NY,10002,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Thursday  8am-4pm,July 7-November 17,Y,M,40.71523,-73.9843,N,Y,Y,"(40.71523, -73.9843)"
New York,Marcus Garvey Mart Farmers' Market,Marcus Garvey Park on 124th st & 5th Ave New York,2 east 124th st,New York,NY,10035,Jean Chatman,3472752615,,Saturday  9am-6pm,Sept. 24-December 31,Y,M/X,40.8057,-73.9427,N,N,Y,"(40.8057, -73.9427)"
New York,Morningside Park Farmers' Market,W 110th St. & Manhattan Ave.,West 110th St and Manhattan Ave,New York,NY,10025,Emily Grayson,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-4pm,Year-round,Y,YR,40.80116,-73.95965,N,Y,Y,"(40.80116, -73.95965)"
New York,Mount Sinai Hospital Greenmarket,Madison Ave. at E 99th St.,East 99th St and Madison Ave,New York,NY,10029,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,June 29-November 23,Y,M,40.78918,-73.95276,N,Y,Y,"(40.78918, -73.95276)"
New York,Project EATS Frederick Douglass Houses Farm Stand,840 Columbus Aves.,830 Amsterdam Ave,New York,NY,10025,Matt Linder,2126121528,http://www.projecteats.org,Saturday  9am-3pm,May 28-November 26,Y,P/M,40.79703,-73.96822,N,Y,Y,"(40.79703, -73.96822)"
New York,Rachel Mae's Farmers' Market,"Seward Pk (Fountain Area) Essex St. , Btwn Hester & Canal Sts.",36 Canal Street,New York,NY,10002,Rachel McGrath,5162413620,,Saturday  9am-5pm,April 30-December 18,Y,P/M/X,40.71491,-73.98925,N,N,Y,"(40.71491, -73.98925)"
New York,Rockefeller Center Greenmarket,Rockefeller Plaza at 50th St.,Rockefeller Plaza and West 50th St,New York,NY,10112,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Wed/Thu/Fri  8am-5pm,July 20-August 26,Y,M,40.75907,-73.97846,N,Y,Y,"(40.75907, -73.97846)"
New York,Saint Mark's Church Greenmarket,E 10th St. at 2nd Ave.,East 10th St and Second Ave,New York,NY,10003,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Tuesday  8am-6pm,June 7-November 22,Y,M,40.72975,-73.98682,N,Y,Y,"(40.72975, -73.98682)"
New York,Staten Island Ferry Whitehall Greenmarket,4 South St. inside Ferry Terminal Bldg.,4 South St,New York,NY,10004,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Tue/Fri  8am-7pm,Year-round,Y,YR,40.70155,-74.01213,N,Y,Y,"(40.70155, -74.01213)"
New York,Stuyvesant Town Greenmarket,14th St. Loop & Ave A South end of oval,1 Stuyvesant Oval,New York,NY,10009,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  9:30am-4pm,May 22-November 20,Y,P/M/X,40.73146,-73.97875,N,Y,Y,"(40.73146, -73.97875)"
New York,Sugar Hill Greenmarket,W 155th St. & St. Nicholas Ave.,451 W. 155th Street,New York,NY,10032,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-4pm,June 18-November 19,Y,M,40.830911,-73.94137,N,Y,Y,"(40.830911, -73.94137)"
New York,Tompkins Square Greenmarket,Tompkins Square Park E 7 St. at Ave A,Avenue A and East 7th St,New York,NY,10009,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-6pm,Year-round,Y,YR,40.72602,-73.98353,N,Y,Y,"(40.72602, -73.98353)"
New York,Tribeca Greenmarket Saturday,Greenwich St. btwn Chambers & Duane Sts,Greenwich St and Chambers St,New York,NY,10007,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,Y,YR,40.7163,-74.01097,N,Y,Y,"(40.7163, -74.01097)"
New York,Tribeca Greenmarket Wednesday,Greenwich St. btwn Chambers & Duane Sts,Greenwich St and Chambers St,New York,NY,10007,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Wed  8am-3pm,March 23-December 21,Y,P/M/X,40.71629,-74.01095,N,Y,Y,"(40.71629, -74.01095)"
New York,Tucker Square Greenmarket,Columbus Ave btwn W 65th & W 66th Sts.,Columbus and West 66th St,New York,NY,10023,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Thu/Sat  8am-5pm,Year-round,Y,YR,40.77361,-73.98158,N,Y,Y,"(40.77361, -73.98158)"
New York,Union Square Greenmarket,"E. 17th St. & Broadway , West & North side of Park",Broadway and East 17th St,New York,NY,10003,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,M/W/F/Sat  8am-6pm,Year-round,Y,YR,40.73712,-73.99029,N,Y,Y,"(40.73712, -73.99029)"
New York,Uptown Go Green,"181 St. Manhattan, btwn Audobon & St. Nicholas Aves.",181 Street between Audobon and Saint Nicholas Avenues,Bronx,NY,10033,Walter Sotelo,9174637707,http://www.uptowncommunitychurch.com,"Wednesday  4pm-8pm, Saturday  10am-5pm",July 9-August 27,Y,M,40.84988,-73.93592,N,N,Y,"(40.84988, -73.93592)"
New York,Water Street at Coenties Greenmarket,Water Street at Coenties Slip,Water Street and Coenties Slip,New York,NY,10004,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-6pm,June 2-November 17,Y,M,40.70328,-74.01024,N,Y,Y,"(40.70328, -74.01024)"
Niagara,Barker Farmers' Market,"Faith United Methodist Church, 1449 Quaker Rd.",Main St and Quaker Rd,Barker,NY,14012,Grace Bodine,7167953098,,Thursday  5pm-7pm,June 16-September 15,Y,M,43.33012,-78.55481,N,N,Y,"(43.33012, -78.55481)"
Niagara,Lockport Community Farmer's Market,57 Canal Street,57 Canal Street,Lockport,NY,14094,TBA TBA,5184576880,http://www.lockportcommunitymarket.com,Saturday  9am-2pm,July 2-October 1,Y,M,43.17073,-78.69438,N,Y,Y,"(43.17073, -78.69438)"
Niagara,Newfane Methodist Farmers' Market,2699 Main St. Newfane,2699 Main St.,Newfane,NY,14108,Amy Luckman,7167787011,https://www.facebook.com/NewfaneMethodist/?ref=ts&rf=113675188665485,Wednesday  4:30pm-7pm,June 22-October 5,Y,M,43.28365,-78.70879,N,N,Y,"(43.28365, -78.70879)"
Niagara,Niagara Falls City Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Victor Muto,7167540798,http://www.local-farmers-markets.com/market/3569/niagara-falls/niagara-falls-city-market,Mon/Wed/Fri  9am-5pm,Year-round,Y,YR,43.09513,-79.03972,N,N,Y,"(43.09513, -79.03972)"
Niagara,North Tonawanda City Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Dale Rogers,7166958555,,Tue/Thu/Sat  7am-1pm,Year-round,Y,YR,43.03386,-78.86971,N,Y,Y,"(43.03386, -78.86971)"
Niagara,Prudom Farms Farm Stand,2570 Carmen Rd. Middleport,2575 Carmen Road,Middleport,NY,14105,Stacey & Lynne McAvoy,7165149645,http://www.prudomfarms.com,Daily  10am-8pm,May 1-December 1,Y,P/M/X,43.28346,-78.48709,N,Y,Y,"(43.28346, -78.48709)"
Niagara,Schwab Farm Market,"9035 Rochester Rd , Gasport",9035 Rochester Rd,Gasport,NY,14067,Sharon Brent,7165600853,http://www.schwabsfarm.com,"Mon-Fri  8am-7pm, Saturday  8am-6pm, Sunday  9am-5pm",Year-round,Y,YR,43.20425,-78.52308,N,Y,Y,"(43.20425, -78.52308)"
Oneida,Berkshire-Rome Vendors Market,101 W. Dominick St.  Berkshire Bank parking lot,101 West Dominick Street,Rome,NY,13440,Judith Wagner,3153395182,https://www.facebook.com/Berkshire-Rome-Vendors-Market-903457103006178/,Friday  9am-6pm,April 29-November 18,Y,P/M,43.21208,-75.46034,Y,Y,Y,"(43.21208, -75.46034)"
Oneida,Boonville Farmers' Market,Erwin Park parking lot,Carol Ave and Ford St,Boonville,NY,13309,Melinda Wittwer,3159425112,http://boonvillechamber.com,Thursday  12:30pm-5:30pm,June 16-October 6,Y,M,43.48178,-75.34404,N,N,Y,"(43.48178, -75.34404)"
Oneida,City of Sherrill Farmers' Market,"Skating Rink Mumford Park, 377 Sherrill Rd.",377 Sherrill Rd.,Sherrill,NY,13641,Sara Getman,3153636525,http://www.sherrillny.org,Tuesday  3pm-7pm,May 17-October 4,Y,P/M,43.07179,-75.59931,N,N,Y,"(43.07179, -75.59931)"
Oneida,City of Utica Farmers' Market,Chancellor Park Elizabeth St. & Academy,Bleeker St and 1st St,Utica,NY,13501,Thalia Hunter,3157920114,,Wednesday  8am-5pm,June-October,Y,M,43.10043,-75.22483,Y,Y,Y,"(43.10043, -75.22483)"
Oneida,Clinton Farmers' Market,Village Green  21 West Park Row,21 W Park Row,Clinton,NY,13323,Jackie Walters,3158531735,http://www.clintonnychamber.org/farmers-market.html,Thursday  10am-4pm,June 2-October 6,Y,M,43.04823,-75.37883,Y,Y,Y,"(43.04823, -75.37883)"
Oneida,Oneida County Public Market,"REA Wing  Union Station, 321 Main St. Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Saturday  9am-1pm,May 21-October 29,Y,P/M,43.10393,-75.2239,Y,Y,Y,"(43.10393, -75.2239)"
Oneida,Oneida County WINTER Public Market,"Inside Main Lobby Union Station, 321 Main Street Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Alt Saturdays  9am-1pm,November 12-April 22,N,M/X/W/P,43.10393,-75.2239,Y,Y,Y,"(43.10393, -75.2239)"
Oneida,Rome Farmers' Market,1106 N James St. Franklyn's Field (City Park),1106 North James Street,Rome,NY,13440,Jake DiBari,3152717090,http://www.positivelyrome.com,Wednesday  2pm-7pm,May 18-October 12,Y,P/M,43.22396,-75.44779,N,N,Y,"(43.22396, -75.44779)"
Oneida,Sylvan Beach Farmers' Market,Spencer Ave.,Spencer Ave,Sylvan Beach,NY,13157,Wanda Clerks,3157624844,http://www.sylvanbeach.org/calendar.html,Tuesday 9am-5pm,June 21-September 21,N,M,43.19564,-75.72848,N,N,Y,"(43.19564, -75.72848)"
Oneida,Top of the Hill Flea & Farmers' Market,7595 State Route 13 Blossvale,7595 State Route 13,Blossvale,NY,13308,AmyJo Pfeifer,3153355056,http://topofthehillmarket.com,Sat/Sun 10am-4pm,May 28-September 4,Y,M,43.22926,-75.73017,N,N,Y,"(43.22926, -75.73017)"
Oneida,Trenton Farmers' Market,Village Green in Holland Patent,Main St and Church St,Holland Patent,NY,13354,William Hajdasz,3155257513,http://www.trentonmarket.com,Saturday  9am-1pm,June 11-October 15,Y,M,43.24131,-75.25753,Y,Y,Y,"(43.24131, -75.25753)"
Oneida,Wagner Farms Farm Stand,5841 Old Oneida Rd. Rome,5841 Old Oneida Rd,Rome,NY,13440,Ronald Wagner,3153395182,https://www.facebook.com/pages/Wagner-Farms/320403351460689?rf=100489860011908,Sat-Thu  9am-6pm,May-December 24,Y,P/M/X,43.1805,-75.50086,N,Y,Y,"(43.1805, -75.50086)"
Oneida,Waterville Farmers' Market,Village Green,Village Green,Waterville,NY,13480,Debra Atkinson,3157505785,,Wednesday  2pm-6pm,June 1-September 28,Y,M,42.91184,-75.37849,N,Y,Y,"(42.91184, -75.37849)"
Oneida,Westmoreland Farmers' Market,Seymour's Diner 4825 State Route 233,4834 State Route 233,Westmoreland,NY,13490,Denise & Bernie Szarek,3158535901,,Sunday  9am-1pm,June 5-October 2,Y,M,43.16264,-75.41751,N,N,Y,"(43.16264, -75.41751)"
Oneida,Whitesboro Farmers' Market,8 Park Ave.,8 Park Ave.,Whitesboro,NY,13492,Robert Friedlander,3157361613,https://www.facebook.com/whitesboromarket/,Monday  3pm-7pm,June 6-October 10,Y,M,43.121773,-75.291136,N,N,Y,"(43.121773, -75.291136)"
Oneida,Whitesboro WINTER Farmers' Market,Dunham Public Library 76 Main St.,76 Main St.,Whitesboro,NY,13492,Susan Hansen,3157369734,,1st and 3rd Mon  3pm-7pm,October 17-April 17,N,M/X/W/P,43.121106,-75.289193,N,N,Y,"(43.121106, -75.289193)"
Onondaga,Baltimore Woods WINTER Farmers' Market,"Baltimore Woods Nature Center, 4007 Bishop Hill Road",4007 Bishop Hill Road,Marcellus,NY,13108,Sue Jones,3156731350,https://www.facebook.com/winterfarmersmarketatbaltimorewoods/,2nd Saturday  10am-1pm,November-April,N,X/W/P,42.964885,-76.344609,N,N,Y,"(42.964885, -76.344609)"
Onondaga,Bayberry Plaza Farmers' Market,Kinney lot 7608 Oswego Rd. Liverpool,7608 Oswego Rd,Liverpool,NY,13090,Kathy Parrotta,3156521463,http://www.bayberryplaza.com,Wednesday  8am-3pm,May 4-October 26,Y,P/M,43.13779,-76.22602,N,N,Y,"(43.13779, -76.22602)"
Orange,City of Port Jervis Farmers' Market,corner of Pike & Hammond Streets,54-56 Front St,Port Jervis,NY,12771,Mary Ann Schultes,8458584017,,Saturday  9am-1pm,June 25-October 29,Y,M,41.373036,-74.691185,N,N,Y,"(41.373036, -74.691185)"
Onondaga,Brownson Family Farm Farm Stand,"8149 Bridgeport Kirkville Rd. , Kirkville",8149 Bridgeport Kirkville Rd,Kirkville,NY,13082,James A Brownson,3156562025,http://www.brownsonfamilyfarm.com,"Mon-Sat  9am-6pm, Sunday  10am-6pm",April 1-December 31,Y,P/M/X,43.12132,-75.95507,N,N,Y,"(43.12132, -75.95507)"
Onondaga,Central NY Regional Market Authority,"2100 Park St. , Syracuse",2100 Park Street,Syracuse,NY,13208,Amanda Vitale,3154228647,http://www.cnyrma.com,"Sat/Sun  7am-2pm, Thu  7am-2pm  May-Nov",Year-round,Y,YR,43.07269,-76.16835,Y,Y,Y,"(43.07269, -76.16835)"
Onondaga,Downtown Syracuse Farmers' Market,100 Clinton Square,Clinton St and Water St,Syracuse,NY,13202,Charles McFadden,3154228284,http://www.downtownsyracuse.com,Tuesday  7am-3pm,June 14-October 11,Y,M,43.05054,-76.15354,N,Y,Y,"(43.05054, -76.15354)"
Onondaga,Fayetteville Farmers' Market,"Fayetteville Town Center, 504 Burdick St.",Genesee Turnpike and South Manlius Street,Fayetteville,NY,13066,Stephanie Lipsey,3157509124,http://www.fayettevillefarmersmarketcny.com,"Thu  11am-3pm , Nov-Dec  bi-weekly, Jan-Apr 1st Thu",Year-round,Y,YR,43.02999,-76.00452,N,N,Y,"(43.02999, -76.00452)"
Onondaga,Skaneateles Farmers' Market,"1 East Austin St. , Austin Park Pavilion",One E. Austin St,Skaneateles,NY,13152,Sue Murphy,3157279320,http://www.townofskaneateles.com,"Thursday  3:30pm-6:30pm, Saturday  10am-1pm",May 19-November,Y,P/M,42.95089,-76.4309,N,N,Y,"(42.95089, -76.4309)"
Onondaga,Syracuse Eastside Neighborhood Market,Westcott Community Ctr 826 Euclid Ave,826 Euclid Ave,Syracuse,NY,13210,Jennifer Walton,3154788634,http://www.wescottcc.org/farmers-market,Wednesday  2pm-6pm,June 8-October 26,Y,M,43.03662,-76.1192,N,Y,Y,"(43.03662, -76.1192)"
Onondaga,Syracuse Farm Fresh Mobile Market,"Contact market for locations & times, 315-345-0600",500 West Newell Street,Syracuse,NY,13205,Diane Turner,3153450600,https://ssinterfaithcdc.org/projects/farm-fresh-mobile-market/,Mon-Fri  9am-5pm,Year-round,Y,YR,43.016878,-76.153714,Y,Y,Y,"(43.016878, -76.153714)"
Ontario,Canandaigua Farmers' Market,167 Mill St.,Beeman St and Mill St,Canandaigua,NY,14424,Phillip Munson,5853297666,http://www.canandaiguafarmersmarket.com,Sat  8:30am-12:30pm,June 4-October 29,Y,M,42.88534,-77.27837,N,N,Y,"(42.88534, -77.27837)"
